## DiploLocus-likelihood. u01 = 1.25e-08, u10 = 1.25e-08, Ne = 5000.0
## Analyze 51 pairs of sel. coef.
## VCF: Ex2_UK_v54.1_all_chr2_135e6-137e6.vcf
## meta info: Ex2_v54_UK_1240K_noFam_strictPASS_from4500.info
## generation time 28.1 units,## Computing likelihoods for 450 loci at 94 time points: 0, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 55, 56, 57, 58, 59, 60, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 94, 96, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 129
##    Max sample sizes at each time: 2, 1, 2, 1, 1, 3, 6, 2, 1, 5, 4, 2, 3, 4, 3, 3, 6, 1, 2, 2, 3, 5, 4, 2, 1, 1, 1, 1, 1, 1, 1, 2, 5, 2, 2, 1, 4, 4, 2, 2, 2, 1, 2, 3, 3, 2, 4, 5, 1, 3, 5, 4, 1, 8, 3, 4, 2, 2, 5, 5, 4, 1, 3, 9, 5, 28, 51, 18, 21, 6, 9, 7, 14, 6, 3, 5, 4, 7, 1, 4, 1, 4, 30, 3, 9, 7, 1, 2, 1, 3, 3, 42, 1, 1
## Assume constant selection pressure throughout the duration considered
(-0.25, -0.5)	(-0.1703230172644903, -0.3406460345289806)	(-0.11603972084031948, -0.23207944168063896)	(-0.07905694150420947, -0.15811388300841894)	(-0.053860867250797105, -0.10772173450159421)	(-0.03669498169055174, -0.07338996338110348)	(-0.024999999999999998, -0.049999999999999996)	(-0.017032301726449036, -0.03406460345289807)	(-0.011603972084031947, -0.023207944168063894)	(-0.007905694150420948, -0.015811388300841896)	(-0.005386086725079711, -0.010772173450159421)	(-0.003669498169055176, -0.007338996338110352)	(-0.0024999999999999996, -0.004999999999999999)	(-0.0017032301726449036, -0.003406460345289807)	(-0.0011603972084031954, -0.0023207944168063908)	(-0.0007905694150420947, -0.0015811388300841895)	(-0.0005386086725079711, -0.0010772173450159421)	(-0.0003669498169055176, -0.0007338996338110352)	(-0.00024999999999999995, -0.0004999999999999999)	(-0.00017032301726449035, -0.0003406460345289807)	(-0.00011603972084031954, -0.00023207944168063908)	(-7.905694150420947e-05, -0.00015811388300841894)	(-5.3860867250797105e-05, -0.00010772173450159421)	(-3.669498169055176e-05, -7.338996338110351e-05)	(-2.5e-05, -5e-05)	(0.0, 0.0)	(2.5e-05, 5e-05)	(3.669498169055176e-05, 7.338996338110351e-05)	(5.3860867250797105e-05, 0.00010772173450159421)	(7.905694150420947e-05, 0.00015811388300841894)	(0.00011603972084031942, 0.00023207944168063884)	(0.0001703230172644902, 0.0003406460345289804)	(0.00024999999999999995, 0.0004999999999999999)	(0.00036694981690551723, 0.0007338996338110345)	(0.0005386086725079705, 0.001077217345015941)	(0.0007905694150420947, 0.0015811388300841895)	(0.001160397208403194, 0.002320794416806388)	(0.0017032301726449019, 0.0034064603452898037)	(0.0024999999999999996, 0.004999999999999999)	(0.003669498169055172, 0.007338996338110344)	(0.005386086725079705, 0.01077217345015941)	(0.007905694150420948, 0.015811388300841896)	(0.011603972084031942, 0.023207944168063883)	(0.01703230172644902, 0.03406460345289804)	(0.024999999999999998, 0.049999999999999996)	(0.03669498169055172, 0.07338996338110344)	(0.05386086725079705, 0.1077217345015941)	(0.07905694150420947, 0.15811388300841894)	(0.11603972084031942, 0.23207944168063885)	(0.17032301726449017, 0.34064603452898035)	(0.25, 0.5)	ID
-77.43342836579808	-66.32063100073515	-57.8405904277578	-49.56471769390151	-40.93265942035731	-35.184595514126116	-32.55024622864268	-31.675459655864806	-31.55422192602882	-31.69189274136249	-31.884665761741495	-32.060286537072464	-32.19984968801294	-32.30395083455785	-32.378984165466484	-32.431986682049796	-32.46896281790566	-32.49455372591597	-32.51217315312151	-32.52426252557754	-32.53253847361158	-32.53819514458615	-32.54205749083806	-32.544692819963174	-32.54649007825634	-32.550336991697336	-32.55419067374259	-32.5559957459465	-32.55864790962887	-32.562546524820526	-32.56828133479034	-32.576725627876776	-32.58917768731632	-32.607578493269735	-32.63485279979619	-32.67545556408776	-32.736270747662246	-32.82813286278721	-32.96847615203439	-33.186053907518975	-33.529442273489984	-34.08222117647834	-34.98882167445154	-36.493215133404604	-38.97817493518524	-42.9460767123991	-48.83028356921456	-56.710371689529374	-66.71990924378895	-78.97959175399663	-91.22565370953498	2_135024676_rs3791274
-173.046529653437	-144.57047258001523	-117.48545770434204	-90.48935098668808	-70.17101681589655	-59.86851283744994	-56.295752806073544	-55.883576067252385	-56.60474536295649	-57.56109216672429	-58.42374493346935	-59.10694082067876	-59.615713092703054	-59.98208244780266	-60.24073044037953	-60.421102401756954	-60.545904782479724	-60.63181691840505	-60.6907577179853	-60.731103276373815	-60.758678279314104	-60.77750566310189	-60.7903515123303	-60.79911205664982	-60.80508461488761	-60.8178630226994	-60.83065648814657	-60.83664642943908	-60.84544442440764	-60.85837095858072	-60.87737217266025	-60.90532168090546	-60.946474083238826	-61.00715316019891	-61.09681023064169	-61.22968050066014	-61.42743268249202	-61.72351817105969	-62.170511443946076	-62.85283098664945	-63.90922090929533	-65.57265503409012	-68.23937304299892	-72.5782048417052	-79.66417436169384	-91.00992136771123	-108.14307187512588	-131.50245218745607	-159.74176291438897	-188.73274822857806	-212.63985688896304	2_135024766_rs935471
-297.0539823768455	-257.8214792228195	-213.50033903392534	-162.08793541060012	-118.16911245156557	-93.0880404504749	-81.10213673906432	-75.92399781540361	-73.88912952293266	-73.20436669613345	-73.06034101354614	-73.1096514679535	-73.21070357503635	-73.31049794235363	-73.39272617698926	-73.45531470707184	-73.50099013332877	-73.53351239026948	-73.55631976596446	-73.57215959653078	-73.58309087391669	-73.59060307533893	-73.59575114545416	-73.59927243592868	-73.6016779372662	-73.60683769496715	-73.61202141701669	-73.61445458362698	-73.61803547711575	-73.62331195798993	-73.63110081180817	-73.64262811779538	-73.65975204879754	-73.68532591524804	-73.72380830408534	-73.7823240193851	-73.8725741371327	-74.01438828426397	-74.24251406242233	-74.61985057581634	-75.26348467816067	-76.39567649091012	-78.44111669310526	-82.20084435372789	-89.12131780419418	-101.58173130467836	-122.86426306482274	-156.30619595310176	-203.66810802492128	-259.62363787685473	-309.8855746632372	2_135024803_rs62165759
-537.9640816013493	-435.28858802242746	-327.9594713658179	-243.9689994074936	-185.39073115548297	-148.45824838879147	-127.17483007289707	-115.5364856519608	-109.2809230543527	-105.89367629280345	-104.0181727190446	-102.94800084958258	-102.31714649431214	-101.93347578090783	-101.69364281382946	-101.54029688929424	-101.44050151731065	-101.37468700034076	-101.33085897845761	-101.30146888197876	-101.28166372238115	-101.26827188462582	-101.25919514418898	-101.2530330577663	-101.24884500849643	-101.23991988465383	-101.23103229024419	-101.22688756624927	-101.2208188212862	-101.21194317885482	-101.19898459327916	-101.18011284563175	-101.1527337169273	-101.11323815984207	-101.05675749781503	-100.97707057565076	-100.86704360009341	-100.7205227351994	-100.53781381451485	-100.33957991764352	-100.19989301656464	-100.32182316633569	-101.20473346477412	-103.9988057714846	-111.19686082553001	-127.74819942206584	-162.01359406663826	-223.9860739450472	-316.1026271550102	-423.8211764501267	-532.1525042177235	2_135036696_snp_2_135036696
-219.9196291808918	-189.45243760050417	-157.65129850037454	-123.24630504157199	-94.85579408376562	-78.71339243221506	-71.47334101894637	-68.81597466043596	-68.15035258250549	-68.23424048029912	-68.53756483720393	-68.85635136341983	-69.12468547843068	-69.33090837767871	-69.48215741499688	-69.59015415087129	-69.66601746424686	-69.71875955849	-69.7551816567284	-69.78022245477747	-69.79738765007154	-69.80913090184006	-69.81715409611091	-69.82263072514586	-69.82636677695571	-69.83436644608538	-69.84238413237566	-69.84614098381853	-69.8516624242965	-69.85978216185833	-69.87173340967303	-69.8893467180797	-69.91535294292223	-69.9538549732324	-70.01107806683137	-70.09659503654146	-70.22538825460568	-70.42143411284498	-70.72413245988446	-71.2001479871075	-71.96558987579577	-73.22760101958723	-75.3603942986547	-79.03423229844367	-85.39633698041034	-96.20369153815496	-113.57386195510468	-138.97863325090344	-172.0822068249464	-208.35892545175358	-238.72563975019762	2_135038848_rs11686546
-159.81645445640845	-138.418663596878	-115.8615532128592	-88.78670711587921	-66.78579847924948	-54.48951981950915	-48.793739279219466	-46.50328453395082	-45.735062214954226	-45.579653514742255	-45.6407373853404	-45.75783957771892	-45.87186619813523	-45.96516634006252	-46.03588387798627	-46.08735205689735	-46.123933368305	-46.14955654898564	-46.167337580692276	-46.17960178847088	-46.188026875939364	-46.19379908404348	-46.197746608162014	-46.200442967604374	-46.202283197303515	-46.206225751961206	-46.21018022835513	-46.21203422091893	-46.21476023154999	-46.21877163719779	-46.2246814737905	-46.23340307241241	-46.24630609207878	-46.26546339286762	-46.29405161172871	-46.33702070154374	-46.402249991036335	-46.50261057676587	-46.659754469642195	-46.9112343109629	-47.324034974068816	-48.02016698994887	-49.2236419074076	-51.34060844196776	-55.075762485506644	-61.54201654471532	-72.20175876239158	-88.2812927102822	-109.41894093242097	-132.93724378349512	-155.91294537483265	2_135040051_rs11899700
-200.920265211953	-174.24022878742832	-145.05004143462452	-112.24131489353103	-84.58498088727463	-68.4368959111781	-60.70549072367522	-57.410567699328446	-56.15214113985725	-55.75532376056603	-55.69517285882671	-55.749722543058354	-55.83040329446812	-55.9052721006616	-55.96541595954173	-56.010598708917485	-56.04332327136936	-56.06651609985498	-56.082732807435704	-56.09397367567843	-56.101721251691295	-56.10704100917446	-56.11068452032352	-56.11317572498074	-56.114877097186444	-56.11852530125171	-56.12218880692016	-56.123907843825855	-56.12643710591994	-56.13016260930507	-56.13565901358499	-56.143787163023106	-56.15584794924882	-56.17383110447698	-56.200829572899174	-56.2417528774195	-56.30459807150578	-56.402788900584916	-56.559601375595676	-56.816703640152944	-57.25078252721523	-58.00571715721557	-59.35305877048345	-61.79818438563489	-66.2408814905631	-74.1425667353137	-87.50037966400664	-108.2197242318104	-136.4023948470612	-167.77781441045502	-195.42684424268285	2_135040763_rs11689718
-392.44411517476306	-319.29848678631083	-239.99030997238174	-170.99943406451135	-124.9015285355961	-99.5249103816533	-87.35106800186615	-82.1576199104897	-80.23486331291986	-79.70873785087598	-79.71878676258123	-79.89669588290077	-80.09698617607928	-80.26997766646812	-80.40472413742019	-80.50433966973227	-80.57582512189146	-80.6262041091189	-80.66130413548433	-80.68557795290246	-80.70228271880187	-80.7137411223007	-80.72158364068314	-80.7269433923108	-80.73060270183983	-80.73844616447218	-80.74631833250666	-80.75001078054402	-80.75544192690987	-80.76343826052965	-80.77522804861778	-80.79264675960779	-80.81845871876364	-80.85687254165556	-80.9143907506568	-81.00125655670897	-81.1340051185685	-81.34012090307442	-81.66680967442105	-82.19793759475402	-83.08725844367409	-84.6237439929435	-87.35761381188468	-92.32947431849999	-101.42877356436775	-117.75401374852564	-145.40163014810068	-187.89632494006187	-247.35121264653137	-326.4540580734101	-403.5098273091017	2_135044562_rs62167965
-101.50360808124066	-89.49673099044729	-76.1349278099092	-60.401739390119396	-47.14699265562577	-39.57770924188541	-36.042614461978424	-34.59897399440071	-34.09105156209397	-33.96311694923659	-33.973846334586874	-34.02505474980926	-34.07974425868736	-34.1259970988275	-34.161617524161315	-34.18777120947572	-34.206457942512145	-34.21958996304772	-34.228722085872064	-34.23502955314564	-34.23936654632369	-34.2423397406908	-34.244373904280216	-34.24576373005183	-34.24671244759029	-34.248745491459196	-34.250785344957436	-34.251741923767675	-34.253148686134026	-34.255219338501874	-34.258271145518094	-34.26277750432452	-34.269449857901456	-34.27936810034312	-34.29419374525658	-34.316529193229854	-34.350543387284176	-34.40309686532398	-34.485822040299716	-34.61904784515759	-34.83926720988285	-35.21323401281643	-35.86374311430927	-37.01366511150414	-39.05252005390276	-42.62542354138232	-48.729747213675836	-58.24771675230197	-70.7945317821656	-84.73207752173047	-99.4912620192032	2_135045250_rs10496726
-485.78890812373936	-400.06565254079584	-307.04864551258055	-231.7051386944903	-178.98458336685843	-145.74481829366195	-126.60908226479522	-116.18901792976091	-110.63388845821254	-107.66186602436828	-106.04078269859657	-105.13102759491782	-104.60360535371576	-104.28773546303442	-104.092875496887	-103.96960972572349	-103.89005005844203	-103.837903044043	-103.80333160174196	-103.7802224889662	-103.76468472284607	-103.75419476062686	-103.74709251022092	-103.74227445237685	-103.73900153357593	-103.73203117364864	-103.72509632457631	-103.7218644007344	-103.71713466383802	-103.71022269508022	-103.70014268194107	-103.68548812293088	-103.66428181565034	-103.63380981315639	-103.59049463317193	-103.52996192229458	-103.44768545065978	-103.34112016797371	-103.2154100646705	-103.0973717450639	-103.06820519638211	-103.33781960761652	-104.40949667547977	-107.43194083496921	-114.90072884333686	-131.84443160221832	-167.0641010648715	-232.15319910845633	-333.17901055106967	-423.73136486159757	-499.15606672859764	2_135046984_rs4954125
-462.8766478995365	-390.241968412651	-303.87830688771686	-212.14601161108317	-153.114937450848	-120.885368722502	-105.22698887520195	-98.24164432340991	-95.36062490852196	-94.297685158724	-93.99350381390596	-93.98041193645872	-94.06101896412838	-94.15723261041039	-94.24185356127498	-94.30832336822517	-94.35769035220599	-94.39321444949721	-94.4182931274148	-94.43578542363193	-94.44789129082585	-94.45622637805342	-94.46194558756126	-94.46586087147668	-94.46853706303695	-94.47428162514458	-94.4800585436252	-94.48277208850118	-94.48676784768216	-94.49266043583106	-94.50136905572566	-94.51427967330157	-94.53350574537504	-94.56231970097761	-94.60589107472313	-94.67259476197832	-94.77641244804688	-94.94148343507902	-95.21095866706544	-95.6645555307361	-96.45369933625621	-97.87167030180723	-100.49053580664088	-105.41323834078638	-114.67754673645895	-131.7010070370547	-161.2121184895602	-207.83924698346954	-274.6935747388324	-361.49615918398877	-446.0287110439165	2_135050622_rs13014122
