## DiploLocus-likelihood. u01 = 1.25e-08, u10 = 1.25e-08, Ne = 5000.0
## Analyze 51 pairs of sel. coef.
## VCF: Ex2_UK_v54.1_all_chr2_135e6-137e6.vcf
## meta info: Ex2_v54_UK_1240K_noFam_strictPASS_from4500.info
## generation time 28.1 units,## Computing likelihoods for 450 loci at 94 time points: 0, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 55, 56, 57, 58, 59, 60, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 94, 96, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 129
##    Max sample sizes at each time: 2, 1, 2, 1, 1, 3, 6, 2, 1, 5, 4, 2, 3, 4, 3, 3, 6, 1, 2, 2, 3, 5, 4, 2, 1, 1, 1, 1, 1, 1, 1, 2, 5, 2, 2, 1, 4, 4, 2, 2, 2, 1, 2, 3, 3, 2, 4, 5, 1, 3, 5, 4, 1, 8, 3, 4, 2, 2, 5, 5, 4, 1, 3, 9, 5, 28, 51, 18, 21, 6, 9, 7, 14, 6, 3, 5, 4, 7, 1, 4, 1, 4, 30, 3, 9, 7, 1, 2, 1, 3, 3, 42, 1, 1
## Assume constant selection pressure throughout the duration considered
ID	ongrid_s2hat	ongrid_maxLogLikelihood	s2hat	maxLogLikelihood	MLR	chi2_p
2_135024803_rs62165759	-0.010772173450159421	-73.06034101354614	-0.01048281482948401	-73.05991576117948	1.0938438675753446	0.2956210987005817
2_135036696_snp_2_135036696	0.01077217345015941	-100.19989301656464	0.011712563228212092	-100.19310886854005	2.0936220322275574	0.14791501918783534
2_135038848_rs11686546	-0.023207944168063894	-68.15035258250549	-0.020945199689149326	-68.12998412130547	3.408764649559828	0.06485097808689154
2_135040051_rs11899700	-0.015811388300841896	-45.579653514742255	-0.015593163793655797	-45.57952651745227	1.253398469017867	0.2629043794220534
2_135040763_rs11689718	-0.010772173450159421	-55.69517285882671	-0.011488585642290544	-55.69348697628557	0.8500766499322765	0.3565306547801762
2_135044562_rs62167965	-0.015811388300841896	-79.70873785087598	-0.013460792878390276	-79.67621765922672	2.1244570104909144	0.1449641461678568
2_135045250_rs10496726	-0.015811388300841896	-33.96311694923659	-0.013992897883824126	-33.95800793688726	0.5814751091438666	0.44573470543189664
2_135046984_rs4954125	0.01077217345015941	-103.06820519638211	0.009638177728745164	-103.05882023456338	1.3464218781705029	0.24590462422814727
2_135050622_rs13014122	-0.007338996338110352	-93.98041193645872	-0.008768808798886757	-93.966818085411	1.0149270794671565	0.3137253498444648
2_135054058_snp_2_135054058	0.004999999999999999	-36.206264728289874	0.006137943893965273	-36.20343830952769	0.16598849159763063	0.6837018515883504
2_135056853_rs11677171	-0.023207944168063894	-50.368025695566885	-0.025906889256366555	-50.346877870990404	3.79646394897091	0.0513609411993563
2_135057892_rs16830360	0.015811388300841896	-71.59468811513422	0.015644141131742458	-71.59457615436038	2.071024858003284	0.1501206125271805
2_135058732_rs4954130	0.023207944168063883	-69.16383380785983	0.023973537445279493	-69.16139016060777	5.114101841477066	0.023732147709664794
2_135061348_rs6430506	0.0034064603452898037	-64.80264763153073	0.003676661153593227	-64.80229505395134	0.12963951564347553	0.7188060945469863
2_135062062_rs2321733	0.01077217345015941	-62.38156273506901	0.011877769913280104	-62.37671162172961	1.1035767777685663	0.2934824889725859
2_135062598_rs1439112	0.0003406460345289804	-67.5961746878492	0.0003465827705183221	-67.5961745195357	0.0010991522309211632	0.9735522073805288
2_135065943_rs7573104	0.004999999999999999	-96.32904846690889	0.00604542997704546	-96.32197297359016	0.4704492142111292	0.4927805815792232
2_135066476_rs11887156	0.03406460345289804	-41.79736339432324	0.03336752025358427	-41.7961550659901	5.607427965624439	0.017884495424255818
2_135068007_rs755586	-0.023207944168063894	-60.79260308397445	-0.02537895228520842	-60.776674367813186	4.236216797050631	0.03957024964866137
2_135068794_rs4953911	0.023207944168063883	-20.962113057207294	0.020265506738820247	-20.95179554713221	0.9682901219193525	0.32510698805118043
2_135070118_rs59902004	-0.03406460345289807	-51.39184531814002	-0.02963457272986856	-51.326229961157466	5.791109949383369	0.016107416158645145
2_135071570_rs10183733	0.007338996338110344	-12.895884233273204	0.008726067288472533	-12.894568121218331	0.10194501240964371	0.7495079112503394
2_135075621_rs3791281	-0.03406460345289807	-33.63685004583181	-0.03036692881340398	-33.6130092880604	3.1121592481205624	0.07770987562000514
2_135079978_rs935474	-0.0010772173450159421	-32.27873343495324	-0.0010010231552463288	-32.27871957710123	0.004782870295628072	0.9448636163148985
2_135080139_rs935473	0.0004999999999999999	-64.58401544168294	0.0004927278276542657	-64.58401523793029	0.0016759129947274687	0.9673453898985513
2_135081866_rs62168048	-0.010772173450159421	-95.82922167963808	-0.010880538459920304	-95.82913824045782	1.6519856955256103	0.19868888267003693
2_135082444_rs11674550	0.0034064603452898037	-27.470935716233086	0.0037133504024521686	-27.47079920235387	0.03964119115019571	0.8421837724973548
2_135082760_rs1439111	-0.023207944168063894	-38.88262490506881	-0.02018942839932811	-38.86606592392292	1.4131243862632061	0.23453841905622386
2_135087985_rs35792347	-0.010772173450159421	-60.74325849219899	-0.01325555186284267	-60.72497606176032	1.0223458799114837	0.3119632054236938
2_135093552_rs17783590	-0.004999999999999999	-57.46725088542744	-0.005950419147779327	-57.464000616615394	0.25239348038975606	0.6153947739785225
2_135096302_rs935480	0.002320794416806388	-55.80010219940498	0.0027749329527002563	-55.799403189006995	0.052260769050349154	0.8191750488392665
2_135096428_rs2012533	0.004999999999999999	-61.212052424704034	0.005663068842905571	-61.21010338383601	0.28190029762984636	0.5954583909211297
2_135102742_rs2290048	-0.010772173450159421	-63.617538467504644	-0.010500247271438359	-63.61726617191381	0.8066638106812718	0.36910843796593484
2_135105867_rs3791287	-0.03406460345289807	-35.34422415324476	-0.04158746873617555	-35.24993037112851	5.539391898400126	0.018593042421353498
2_135106232_rs4954136	0.023207944168063883	-46.64073026677606	0.024961990066872213	-46.63018099405529	4.334849653109444	0.03733971351148258
2_135111093_rs1439107	-0.023207944168063894	-28.951596330103087	-0.027400110679716184	-28.924493500928985	2.291949597228701	0.13004648017813958
2_135111439_rs3791289	0.015811388300841896	-57.36607735222367	0.018690813394347465	-57.33370965806138	2.7068738037002333	0.09991662238011143
2_135114889_rs2290049	0.007338996338110344	-66.5451439425935	0.006592518691134672	-66.54261189753718	0.39057845334679087	0.5319954987815882
2_135124769_rs13035520	-0.010772173450159421	-33.66275206903292	-0.012166583362093806	-33.659989430822016	0.40866815798268874	0.5226462709178321
2_135127474_rs12613306	0.015811388300841896	-75.22661575805101	0.018602801948567272	-75.18451936332521	3.7021225279744954	0.05434329681781009
2_135127910_rs1344975	-0.0007338996338110352	-44.92483042562217	-0.0007400541151941852	-44.9248303345357	0.002889743137401979	0.9571293018843333
2_135130826_rs16830502	-0.015811388300841896	-80.1866408708704	-0.016273118383774685	-80.18563214702583	2.456470894666637	0.1170414844985281
2_135131939_rs17727887	-0.010772173450159421	-77.2528444078874	-0.013016275732029962	-77.22433115647355	1.893042662127698	0.16885913835873056
2_135140582_rs4953917	0.023207944168063883	-32.546717151946964	0.023657825956129776	-32.54635533531773	1.9286978375000814	0.16490097843994211
2_135143287_rs12467609	0.049999999999999996	-28.88517701588045	0.0459646790049531	-28.856837161466473	8.495911405073869	0.0035594543036710055
2_135144454_rs755503	0.023207944168063883	-7.661777574738991	0.024086596312977056	-7.661283491364754	0.7369786987984526	0.3906304308293268
2_135148784_rs7591481	-0.015811388300841896	-70.34534641319198	-0.013580306358817027	-70.32184199993426	1.7087341059057337	0.19114969618759903
2_135150382_rs10928493	0.023207944168063883	-76.16203799268864	0.020135560872816455	-76.11524173131865	3.9865191347486473	0.04586572415246304
2_135157762_rs13001159	-0.015811388300841896	-97.56616691435111	-0.015508640728051758	-97.56550590711707	3.4592769059836144	0.06289781530440676
2_135157953_rs999925	-0.049999999999999996	-36.16385930651826	-0.045006467961534256	-36.11938530535141	7.460444128717199	0.006306944430242027
2_135158128_rs13012494	-0.023207944168063894	-42.66015346739729	-0.021198602662759324	-42.65012588659912	2.28224293483089	0.13086250274234343
2_135160047_rs62170198	-0.007338996338110352	-56.3457514488638	-0.006820186914377175	-56.344579659651764	0.4073808652553481	0.5233018770953095
2_135160755_rs3748900	-0.004999999999999999	-49.29973592375682	-0.005949831195260514	-49.29667864523662	0.23857634176013676	0.6252362517919667
2_135161631_rs12997281	0.023207944168063883	-73.90984525390002	0.020560320945936714	-73.8729897283507	4.5515929246869575	0.0328881360289485
2_135165605_rs4954143	0.015811388300841896	-80.31508546921691	0.017948182755770165	-80.2869311728495	3.975624984912855	0.046163319053045083
2_135165813_rs4954144	0.015811388300841896	-60.193966552688416	0.01939271930796957	-60.160042005568634	1.9433131537963106	0.1633092481612891
2_135167600_rs2118844	-0.004999999999999999	-54.31892194331686	-0.005455481963396674	-54.31818557767481	0.21109582713883412	0.6459098585046538
2_135167653_rs2118843	0.015811388300841896	-54.70189748933021	0.016759417172836084	-54.699553092970234	1.4237323946248495	0.23279004486873156
2_135167741_rs2043873	0.023207944168063883	-49.79453093835297	0.023502876625384164	-49.79434841274182	2.2343984480762913	0.13496914309609973
2_135168676_rs3791304	0.023207944168063883	-92.22793560817108	0.02620893357037929	-92.17003066511272	9.326821428172053	0.0022582373551595543
2_135175372_rs1530230	-0.03406460345289807	-3.7163986787507968	-0.039409184315606825	-3.7064937394193467	1.1554325291629128	0.28241481174738986
2_135176368_rs3791308	-0.023207944168063894	-65.32236314257447	-0.02499117620502326	-65.31147372783047	4.169177774382746	0.04116577248768443
2_135180526_rs2289466	-0.049999999999999996	-7.512340013666298	-0.05107361741990971	-7.511772165719506	2.600050213611098	0.10686032924662152
2_135181515_rs16830596	-0.03406460345289807	-56.720430967457396	-0.036209797506049045	-56.7058916435858	8.201236679804495	0.004186184655093837
2_135181971_rs66496166	-0.007338996338110352	-69.49278693959303	-0.007993620906303083	-69.4912914976853	0.4387249367520383	0.5077385169370587
2_135183045_rs3791312	-0.03406460345289807	-26.298451177359787	-0.03335085170436439	-26.29778925249333	2.870789288065083	0.09020062358397257
2_135183298_rs3791316	-0.015811388300841896	-81.62054544329207	-0.014548738898733914	-81.61122744170952	2.4559545743468334	0.11707997348525108
2_135189585_rs3791322	-0.023207944168063894	-35.75806127363131	-0.02467065067759108	-35.75397506364196	2.2305335348993935	0.1353071174296675
2_135195305_rs509429	-0.023207944168063894	-90.93313710283141	-0.024218028824590572	-90.92655268262894	7.78296256134513	0.005274123691762979
2_135195936_rs745775	0.023207944168063883	-22.319732167801213	0.021785066804300708	-22.317860620875116	0.9730997174989113	0.32390833311812467
2_135199781_rs76602360	0.0034064603452898037	-53.28508582274787	0.003808860886549873	-53.28460884499899	0.08605530099310954	0.7692532343431404
2_135202455_rs535900	-0.015811388300841896	-91.27856841200988	-0.019002047738700383	-91.19714507449915	5.892335216459713	0.015206922021297612
2_135208077_rs651970	-0.03406460345289807	-60.62926683234411	-0.041156025275659563	-60.46387374237479	12.53849438246732	0.0003986533906885872
2_135209154_rs636975	-0.015811388300841896	-82.64507696729504	-0.017566194932443654	-82.6293219152712	3.254530968066348	0.07122631181977715
2_135209591_rs669740	-0.015811388300841896	-42.478368015535644	-0.016321530840822232	-42.477641723721476	1.5341772620406289	0.21548659323101352
2_135210390_rs2290483	-0.023207944168063894	-38.729338313241826	-0.021524897319806155	-38.72436385420589	1.5716366745401444	0.20996948802147414
2_135211861_rs7841	-0.007338996338110352	-63.78625972882201	-0.007088779090766372	-63.786051869155436	0.33173529399878987	0.5646390662783016
2_135212329_rs539588	-0.023207944168063894	-95.12947430510751	-0.028580770391979538	-94.92585597706396	11.923398532480235	0.0005543326023369015
2_135212784_rs543944	-0.010772173450159421	-99.75378802991916	-0.0125899595605455	-99.72650737413223	2.6116895650567926	0.10607868995765997
2_135212819_rs544050	-0.023207944168063894	-101.66101362125401	-0.02676010616027674	-101.56117649547144	11.656798304039938	0.000639683380974978
2_135213762_rs610624	-0.010772173450159421	-11.310826705623626	-0.010949527126039945	-11.310796466437166	0.22754389674513575	0.6333510026043621
2_135214259_rs2289470	-0.015811388300841896	-84.43520890640495	-0.01514782940341867	-84.43280758893208	2.4610808972002474	0.1166984517551682
2_135214862_rs636757	-0.03406460345289807	-87.47313918412937	-0.03271470593248185	-87.46302282102448	12.784001007552774	0.0003495964085457554
2_135215941_rs547177	-0.023207944168063894	-92.12516960323138	-0.024512279900523116	-92.11178137839775	9.557999262528256	0.001990799704431647
2_135218605_rs6430516	-0.015811388300841896	-66.88463981279014	-0.018144453123893043	-66.86818716813653	1.9398848153503252	0.16368104121750127
2_135219050_rs11904278	-0.007338996338110352	-92.56897107360066	-0.007217987704267585	-92.56888418494427	0.6227427612952567	0.43002988116140584
2_135219539_rs583446	-0.023207944168063894	-86.50561319714721	-0.02524128733443089	-86.47964115059126	8.385110268336462	0.0037830725884602733
2_135221749_rs7565308	0.0034064603452898037	-42.949832661537954	0.00307833475732349	-42.949646844525766	0.03313460585928851	0.8555598617097838
2_135224353_rs587201	-0.004999999999999999	-36.246036449819165	-0.005081630430648711	-36.24602019304095	0.12406411224982605	0.724667760688287
2_135224884_rs589530	-0.023207944168063894	-77.6192356081986	-0.01984759653428967	-77.55146551501586	4.689870768500356	0.030340929251381238
2_135231203_rs1598279	-0.015811388300841896	-51.98120687749699	-0.014737438300284175	-51.97832673646764	1.0582502717825264	0.3036145968530372
2_135237274_rs480368	-0.03406460345289807	-91.63232789239214	-0.029918808259087156	-91.51160454895681	13.107497523284877	0.00029411630628511546
2_135239297_rs574935	-0.015811388300841896	-64.85370979110996	-0.013673239953269847	-64.83283038323358	1.670178695280498	0.1962346014149317
2_135240324_rs494905	0.007338996338110344	-9.758590562081364	0.006661842254801107	-9.758230480864047	0.07250062428479964	0.7877300731458127
2_135245146_rs10496727	-0.004999999999999999	-37.5747520047234	-0.005771941557772219	-37.57339367259175	0.1502952963518851	0.6982533221445838
2_135246772_rs627244	-0.023207944168063894	-95.26631487184768	-0.026919650038286492	-95.17372649687526	9.962853451073073	0.0015973029888901188
2_135247309_rs17787224	-0.010772173450159421	-75.27861981493977	-0.009540638279387243	-75.2718896432384	0.7936100178685592	0.3730107627708481
2_135248544_rs598668	0.023207944168063883	-2.8605594157572085	0.020328090669317626	-2.857773718144417	0.2920679576370864	0.5888983719392501
2_135249140_rs578996	-0.023207944168063894	-97.63673608831733	-0.021383595686732645	-97.61051681894176	7.448367965807108	0.006349399511113703
2_135249662_rs4954148	-0.0015811388300841895	-67.2463863390551	-0.0018575122988328198	-67.24610132301271	0.025702720435020865	0.8726284692911475
2_135250568_rs72853936	-0.010772173450159421	-55.00202105868331	-0.009423307690248465	-54.99612298258126	0.5651299347057517	0.4522006666652659
2_135251826_rs10496728	-0.015811388300841896	-65.20060092630469	-0.014630434186719353	-65.19475333677944	1.7612674252592626	0.18446650685542512
2_135253081_rs17787416	-0.015811388300841896	-72.22971917249376	-0.018060955731687565	-72.21009229714781	2.4739594486268857	0.11574602133731998
2_135255581_rs2014711	-0.003406460345289807	-70.30599857082787	-0.003852547437067722	-70.30514197812887	0.1261340775665758	0.72247452566404
2_135258363_rs522227	-0.023207944168063894	-67.32277913712423	-0.028037916461692076	-67.20620288823626	8.063779942214609	0.00451588732808218
2_135259923_rs72853959	-0.007338996338110352	-69.01471044387023	-0.0088581524724709	-69.0043160109118	0.6995583074882177	0.4029321491333031
2_135260851_rs662362	-0.03406460345289807	-100.565802202485	-0.0320362808809388	-100.53595508175825	15.798909326566303	7.044310357608292e-05
2_135260903_rs662438	-0.023207944168063894	-94.18527796249654	-0.02353677103196438	-94.18454887926447	7.451351257291748	0.0063388843652126626
2_135261737_rs540053	-0.023207944168063894	-83.12094659690416	-0.02280804257603732	-83.12008928281193	5.594769227888861	0.018014184025358246
2_135262376_rs566650	-0.03406460345289807	-94.61684638427117	-0.0387107668510093	-94.47141398523787	21.01609563777518	4.554411082790093e-06
2_135262576_rs680376	-0.03406460345289807	-99.84250978442246	-0.03635357678189634	-99.80683334097282	19.406475371890593	1.0564823844134764e-05
2_135263079_rs6430519	0.01077217345015941	-50.701577877941965	0.011764998092719154	-50.69934182047711	0.6470854991296164	0.42115662093221284
2_135263081_rs56131490	-0.007338996338110352	-75.89611555099489	-0.006929322253014116	-75.89540617617668	0.4016501010256093	0.5262383041627414
2_135263369_rs486539	-0.015811388300841896	-69.79369979298066	-0.018040515503996775	-69.76771517582932	3.4548754448527745	0.06306548634872607
2_135264022_rs513344	-0.03406460345289807	-93.32059170065072	-0.0310636671724943	-93.25893939192183	13.510646093911305	0.0002372138547748232
2_135265700_rs549945	-0.03406460345289807	-92.7105869685146	-0.03235947289805606	-92.69050837967563	15.546008215766534	8.052148540770624e-05
2_135266655_rs579932	-0.023207944168063894	-65.29243567367013	-0.021820506922457936	-65.28424155785527	4.153078340887419	0.041558905561386986
2_135268255_rs749460	0.004999999999999999	-53.29540413859443	0.004398457493230967	-53.294373300478824	0.11181524964621303	0.7380868891770496
2_135270377_rs598654	-0.015811388300841896	-78.11111550721793	-0.013563630008973569	-78.08377635390583	1.960371542595908	0.16147358823284583
2_135272915_rs532290	-0.03406460345289807	-98.62727932914017	-0.033278596986189304	-98.62302428202673	16.118174687625356	5.951018482333681e-05
2_135274766_rs669746	-0.03406460345289807	-108.96465829747358	-0.029236923997398974	-108.79065089654469	13.619817566004997	0.00022381043245035806
2_135278207_rs624817	-0.03406460345289807	-91.21766937215064	-0.029166164170515263	-91.08073508530234	10.44676880539862	0.0012286419429714352
2_135280476_rs12614292	-0.010772173450159421	-64.78805751191227	-0.011306937754759824	-64.78688983263206	1.0248982793569894	0.31135993456647443
2_135281133_rs7590091	-0.023207944168063894	-42.375412508750536	-0.021926072394833046	-42.371858250093496	2.004899647955355	0.1567916697501942
2_135283524_rs12612203	-0.023207944168063894	-89.8574145892511	-0.023077465108502157	-89.8572995301577	7.149563388648005	0.007498223851620358
2_135285279_rs512375	-0.049999999999999996	-87.99329653366175	-0.044274875488562876	-87.82438582259903	23.896498466742685	1.0165649529285923e-06
2_135285638_rs6744633	-0.015811388300841896	-85.14183744419074	-0.013714951239576384	-85.11581983657558	2.2071785708905054	0.13736970515725583
2_135285678_rs515983	-0.015811388300841896	-83.94856948597995	-0.01876554533552198	-83.89161764510811	4.615002715332253	0.03169344502197101
2_135286448_rs4953921	-0.023207944168063894	-48.858860258787864	-0.023219338911013375	-48.85885985397857	3.1111701277002624	0.07775707903777694
2_135288375_rs626501	-0.03406460345289807	-19.623577840801264	-0.03484117376078382	-19.622647344788213	3.7780045580431363	0.05193055638365144
2_135288913_rs4954152	-0.010772173450159421	-112.775966865825	-0.010508377908984358	-112.77537953110048	1.8859418379281578	0.16966035304497304
2_135295180_rs621341	-0.049999999999999996	-72.7507884173317	-0.051306205014501685	-72.74419587872856	24.500708035450884	7.428253522459287e-07
2_135298713_rs613828	-0.03406460345289807	-72.93157876251131	-0.03937154112920067	-72.80261935900145	15.865961300984111	6.79906472551044e-05
2_135298862_rs614356	-0.023207944168063894	-62.7508522618576	-0.024994284472633597	-62.738558974595044	5.033335566804041	0.02486396803358759
2_135300482_rs2924943	-0.015811388300841896	-92.0451543371822	-0.018228228996578204	-92.00665714543105	4.363737627314549	0.03671167426407256
2_135338640_rs6730778	-0.023207944168063894	-67.55403856868762	-0.023650260417126243	-67.55337153738247	3.6990508128673696	0.054443431286799564
2_135341120_rs842362	-0.023207944168063894	-54.06520004127622	-0.024147415742845388	-54.06177884360957	4.697315166196034	0.03020977373904629
2_135341200_rs859767	-0.03406460345289807	-99.24584897062819	-0.03371106153705475	-99.24497653977996	16.838956544736533	4.068940733122355e-05
2_135342452_rs842349	-0.023207944168063894	-105.13784541177402	-0.02816435703685182	-104.94993659845557	12.570471380287671	0.0003918897197534041
2_135356057_rs954057	-0.03406460345289807	-22.481708513388153	-0.03625023985745887	-22.4752247816933	3.457002298413123	0.06298440572612019
2_135358298_rs16830847	-0.023207944168063894	-43.89703655119091	-0.025526042005512426	-43.885676187333246	2.6866416487258107	0.10119288994520101
2_135362839_rs10203582	0.023207944168063883	-43.435406136255814	0.022772909065181354	-43.43492951794026	2.7364376519605855	0.09808319857982437
2_135362981_rs6750788	0.023207944168063883	-76.3870969953136	0.02656319058964792	-76.32175849940985	8.37750756699927	0.00379893043825334
2_135369095_rs938657	-0.010772173450159421	-75.28231132360104	-0.00915157885320307	-75.26974004043286	0.8206556523613813	0.36498853822999244
2_135381665_rs17842800	-0.049999999999999996	-39.65842764197841	-0.04563199232460106	-39.62266857079173	7.79919236162219	0.00522695921055148
2_135389197_rs6759065	0.023207944168063883	-102.48546833659982	0.019579207352879224	-102.37970251196833	6.265153401517011	0.012313550778706297
2_135392481_rs35599954	0.049999999999999996	-23.14773684746273	0.04485300062064571	-23.108006856947153	7.1511580891912985	0.007491559711180762
2_135393110_rs11684785	0.023207944168063883	-97.14621420831394	0.02633179196803803	-97.0757052838862	10.39960820521722	0.0012604205412834568
2_135395863_rs4954156	0.023207944168063883	-93.21831052666712	0.021420949898063767	-93.19613016859022	6.503670521538993	0.010765202618204291
2_135397569_rs6705916	0.01077217345015941	-23.791981896930434	0.011239668604847134	-23.79151065749203	0.5495289785061033	0.4585102171336958
2_135401339_rs1400498	-0.015811388300841896	-20.886136765360234	-0.01496205133113624	-20.885140582555568	0.6534383320909072	0.4188860618809319
2_135402521_rs4953922	-0.03406460345289807	-65.77381299734641	-0.029596695774243984	-65.6875592623226	7.76282750161613	0.005333240540196526
2_135406606_rs1568121	0.03406460345289804	-90.2424494042026	0.034868138600799375	-90.23830701145465	16.914779573596093	3.909599088099958e-05
2_135406890_rs1568120	0.03406460345289804	-95.74220771108006	0.03175575593076777	-95.70453299909161	15.305676487920465	9.144131987961525e-05
2_135416023_rs55925095	-0.03406460345289807	-25.109824863053646	-0.038673662881865606	-25.0850701078851	3.4064381931771877	0.0649424798333468
2_135417742_rs59774475	-0.023207944168063894	-46.489638433965496	-0.01955333557659725	-46.46090148147091	1.556063021165187	0.2122426019898021
2_135417932_rs59196405	-0.049999999999999996	-60.38552792700259	-0.04380498078535295	-60.27114080615715	11.525934246364386	0.0006863195100126265
2_135418411_rs60394979	-0.03406460345289807	-43.18341263037996	-0.04053390585476414	-43.09596957004291	6.6935054060864445	0.009676475421117202
2_135419006_rs57060541	-0.023207944168063894	-56.9924305421291	-0.02719674384347983	-56.94184148623228	4.610078377133064	0.0317845805174367
2_135419163_rs7560738	-0.015811388300841896	-39.00859502346778	-0.01657946095028427	-39.00757173622077	1.0028510517478395	0.3166216188353099
2_135419829_rs76096260	-0.023207944168063894	-39.94096621372745	-0.02492883496114151	-39.93440909872095	2.6591272529692844	0.10295721212949911
2_135420237_rs11688414	0.03406460345289804	-83.3757729669971	0.03534000341734198	-83.36568840086598	16.889128248147614	3.962790573914041e-05
2_135420390_rs59308164	-0.03406460345289807	-58.17270078531863	-0.030667604416319997	-58.137294333307224	5.624876164802188	0.017707316802182276
2_135420815_rs59443696	-0.049999999999999996	-34.39655954838669	-0.04265417449892268	-34.30510756363252	6.147213141064142	0.01316193460565903
2_135421558_rs16830888	-0.023207944168063894	-70.98253993630027	-0.02385021633113758	-70.98106731769445	3.9460357236080768	0.0469819240720104
2_135421766_rs58936112	-0.03406460345289807	-28.37228765575903	-0.037158138585729215	-28.358676629566478	3.7253954904685145	0.05359093515663562
2_135426782_rs4954159	0.023207944168063883	-103.79890621829377	0.025190297385827426	-103.76850931257478	10.086887977908447	0.0014932808423601188
2_135430709_rs6745983	0.049999999999999996	-80.42871256740128	0.04778773620694727	-80.40984401646014	21.010375218862976	4.568029464500245e-06
2_135431692_rs4954160	0.023207944168063883	-41.73948567064655	0.028478318425461956	-41.66801068719466	4.310950504842253	0.03786779781614288
2_135434849_rs6713239	0.03406460345289804	-79.6793678094879	0.02939519865450593	-79.54975000214509	10.928318563896767	0.0009470540900954058
2_135437405_rs4440018	0.015811388300841896	-92.9004534892305	0.01783977543620241	-92.86714561864318	5.224864514260815	0.022266180950211333
2_135437534_rs883917	-0.023207944168063894	-51.26036690710093	-0.023645564512828607	-51.25973447326512	3.615978564672133	0.05722704558750816
